step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
188,TRANSFER,39.08,80398.97,48414.68,96387.45,29554.13,0,0
86,PAYMENT,3416.06,85408.61,32498.38,19322.97,20132.3,0,0
456,PAYMENT,2688.31,20825.82,42907.74,82149.9,65417.99,0,0
137,PAYMENT,1536.24,37189.67,94113.75,98646.48,93704.52,0,0
336,DEBIT,572.34,92046.47,88481.65,31152.92,91609.47,0,0
607,TRANSFER,181.41,1379.86,23233.82,71657.84,36424.19,0,0
469,PAYMENT,358.9,34761.28,96401.71,9143.88,37481.37,0,0
602,PAYMENT,1736.54,61378.42,55095.05,30303.75,95726.05,0,0
571,PAYMENT,1578.55,14708.93,8603.06,75077.46,7735.16,0,0
403,CASH_OUT,5669.5,68536.1,46704.21,99700.39,84263.24,0,0
540,TRANSFER,6306.02,29248.42,39816.56,49393.82,38082.92,0,0
72,TRANSFER,1716.08,94281.24,95725.45,39147.2,19460.18,0,0
24,DEBIT,3683.15,7457.9,69713.84,57086.49,89401.83,0,0
624,CASH_OUT,3345.28,86672.36,78100.6,85184.44,68151.68,0,0
485,TRANSFER,2791.69,60085.13,67515.3,32122.94,13272.89,0,0
56,DEBIT,1150.15,61920.26,39346.98,7819.79,29374.53,0,0
223,DEBIT,986.65,1583.92,14025.12,68082.12,30447.39,0,0
632,PAYMENT,613.41,90590.92,47100.74,14196.7,9345.77,0,0
179,DEBIT,5532.26,84942.46,36430.65,97451.37,22235.48,0,0
434,DEBIT,3596.67,44857.45,6673.89,85639.51,88884.72,0,0
450,CASH_OUT,389.88,48472.78,38440.23,11272.42,60062.01,0,0
492,PAYMENT,581.94,29044.81,55116.79,45616.94,78308.7,0,0
189,PAYMENT,1741.33,32909.49,56947.73,75439.06,99722.03,0,0
578,PAYMENT,1067.51,47729.73,99522.61,6341.14,69561.16,0,0
420,DEBIT,481.34,7842.29,38242.48,79043.46,46330.43,0,0
249,PAYMENT,3132.34,7796.1,30774.13,46562.84,69389.46,0,0
588,TRANSFER,3.11,81654.03,61212.09,89921.76,94405.48,0,0
649,CASH_OUT,840.98,37768.06,67884.61,38928.2,71904.46,0,0
164,CASH_OUT,5300.03,97961.42,5459.6,33309.81,16628.1,0,0
255,DEBIT,2860.64,8721.79,4051.99,15181.24,14343.04,0,0
476,PAYMENT,1025.94,93699.14,25778.01,68688.22,39594.5,0,0
417,CASH_OUT,5282.52,65022.25,21544.37,9190.55,13001.64,0,0
170,DEBIT,4621.3,30791.43,89620.49,62665.8,11039.12,0,0
317,DEBIT,108.03,26620.49,90378.58,70357.22,17026.73,0,0
174,CASH_OUT,273.8,95545.71,59907.69,50735.42,74580.1,0,0
470,PAYMENT,979.53,33900.49,88908.78,84280.2,5053.3,0,0
345,PAYMENT,5301.38,52628.47,8196.9,99809.96,29155.59,0,0
445,TRANSFER,3718.43,95489.43,33472.59,88781.78,47827.37,0,0
18,TRANSFER,97.88,20688.58,27222.77,76336.29,77123.86,0,0
70,PAYMENT,1436.24,18240.62,9608.31,30549.45,75097.2,0,0
338,TRANSFER,2547.74,21560.37,58073.95,44502.17,10090.56,0,0
628,TRANSFER,645.71,23574.7,57977.1,3216.44,62590.4,0,0
592,CASH_OUT,2564.05,70499.18,46746.99,27990.36,25182.8,0,0
527,PAYMENT,923.2,17246.11,90589.18,89275.82,9800.88,0,0
688,CASH_OUT,640.57,4001.53,53495.4,59756.46,76646.94,0,0
456,CASH_OUT,997.02,71965.45,54949.72,61079.73,42269.23,0,0
269,DEBIT,6023.76,96347.62,247.2,1716.26,38408.44,0,0
631,PAYMENT,4713.96,54549.47,44907.52,36078.24,69209.37,0,0
188,CASH_OUT,4905.68,36350.99,17911.59,58912.81,20866.06,0,0
569,TRANSFER,4986.99,3092.3,51785.84,85632.08,97189.87,0,0
711,DEBIT,392.7,57060.05,61035.82,86172.25,52985.63,0,0
529,TRANSFER,4527.91,32788.4,69031.57,34145.06,41925.42,0,0
434,DEBIT,477.22,64985.2,67929.51,59452.11,70014.8,0,0
288,TRANSFER,3641.99,95563.12,28203.41,2301.97,64468.66,0,0
567,TRANSFER,1561.33,2240.24,52398.79,22915.62,31648.07,0,0
499,TRANSFER,548.77,69073.76,57348.76,94824.29,96358.41,0,0
441,CASH_OUT,1016.73,67306.15,84638.8,75042.95,1380.02,0,0
303,PAYMENT,1136.13,59318.56,31121.12,14881.96,75920.22,0,0
87,DEBIT,2642.3,72728.54,15533.22,72889.7,52022.91,0,0
438,CASH_OUT,1862.92,37417.15,66439.67,20179.64,58184.89,0,0
541,DEBIT,3394.16,12303.77,76280.57,10098.41,3536.35,0,0
22,CASH_OUT,1011.03,438.95,96171.35,8162.64,52884.66,0,0
560,DEBIT,2721.96,39996.29,46620.6,56305.0,62216.51,0,0
517,DEBIT,3148.18,80546.05,73685.18,42003.56,95864.91,0,0
675,TRANSFER,130.45,59079.72,50451.19,57576.33,87331.56,0,0
503,DEBIT,942.05,14757.54,13430.86,10023.07,50850.63,0,0
714,DEBIT,4342.93,31830.31,91754.03,72845.41,76404.0,0,0
467,TRANSFER,2441.4,66323.18,62548.87,81504.28,87901.84,0,0
101,CASH_OUT,1084.1,92580.11,3083.93,20261.79,10047.09,0,0
583,CASH_OUT,404.17,85880.37,44945.46,23848.95,7876.3,0,0
675,PAYMENT,203.2,63221.75,23084.69,43666.04,89080.99,0,0
685,PAYMENT,521.04,21842.44,88759.86,33069.87,58498.49,0,0
141,PAYMENT,561.26,86944.3,47487.84,61648.42,88802.27,0,0
138,PAYMENT,926.17,92072.0,46300.65,18456.11,71140.25,0,0
578,DEBIT,389.41,90925.44,31724.76,74434.87,8520.21,0,0
710,DEBIT,315.76,56617.51,4466.59,77557.73,41834.42,0,0
228,PAYMENT,3715.89,87129.26,28106.77,74643.55,29874.79,0,0
281,TRANSFER,574.13,79318.65,55679.49,20319.6,40389.47,0,0
684,PAYMENT,1649.27,61898.42,32668.36,26655.59,17862.86,0,0
431,CASH_OUT,444.54,98208.24,5520.25,49467.05,86068.65,0,0
40,DEBIT,1353.58,24431.72,78346.02,55459.51,58163.04,0,0
519,TRANSFER,647.9,62414.56,55695.68,29551.57,51164.05,0,0
686,CASH_OUT,181.6,2645.38,19140.41,32129.28,68503.39,0,0
663,TRANSFER,8054.4,45085.99,55227.85,54320.34,85286.6,0,0
211,TRANSFER,1224.26,83364.16,69233.74,38128.35,10493.16,0,0
302,PAYMENT,998.61,23506.14,65871.88,35029.42,24690.46,0,0
86,CASH_OUT,444.09,75165.74,64170.99,37076.93,18414.18,0,0
397,PAYMENT,1367.84,76135.1,15716.86,83715.12,70.06,0,0
253,CASH_OUT,2016.92,63465.93,3373.85,51419.14,85697.84,0,0
533,DEBIT,726.68,89346.76,15138.67,59202.85,57788.1,0,0
381,CASH_OUT,1309.46,44931.6,53907.74,5385.75,47455.8,0,0
444,DEBIT,541.21,20878.07,56978.85,11053.48,85120.45,0,0
33,DEBIT,1500.34,65155.18,67079.49,35509.89,69033.96,0,0
260,PAYMENT,3094.94,94866.21,45192.36,43084.79,44825.93,0,0
234,DEBIT,124.2,63011.05,95104.22,95208.57,18487.64,0,0
515,PAYMENT,1458.95,87865.3,42469.91,57567.76,49640.79,0,0
308,TRANSFER,1019.53,86599.05,50975.2,1591.43,24624.71,0,0
739,TRANSFER,153.85,603.56,57080.15,73476.96,62889.58,0,0
70,TRANSFER,5643.86,7740.14,65512.99,67618.31,84164.21,0,0
454,CASH_OUT,601.79,55225.82,1835.7,32237.09,65834.15,0,0
439,DEBIT,1663.03,85557.51,53221.94,55653.83,61297.45,0,0
364,PAYMENT,932.41,38359.66,80192.41,39439.02,79074.01,0,0
481,TRANSFER,632.53,88889.45,28944.6,99463.87,7423.48,0,0
144,PAYMENT,1498.08,35218.69,34874.71,22526.87,25966.56,0,0
24,TRANSFER,2336.11,41681.59,49859.24,25818.33,46993.17,0,0
425,DEBIT,3079.22,32365.16,34962.19,55249.8,83308.62,0,0
175,TRANSFER,2009.83,44179.59,17561.36,77195.2,47606.1,0,0
325,PAYMENT,1494.35,45877.07,62809.59,54366.32,96278.33,0,0
671,TRANSFER,3003.52,48073.16,95454.4,77356.74,3128.49,0,0
348,PAYMENT,1457.37,28570.45,39987.45,47312.62,79244.4,0,0
18,TRANSFER,7316.84,38512.18,48309.5,47026.77,16639.43,0,0
44,PAYMENT,1496.22,60418.64,7712.17,42769.46,53645.99,0,0
155,TRANSFER,763.24,867.2,37484.66,49362.16,57029.75,0,0
377,DEBIT,1182.49,54738.89,50162.02,8395.52,76754.08,0,0
743,TRANSFER,1346.65,1830.35,22276.36,99983.82,21475.16,0,0
402,CASH_OUT,666.72,60729.78,97527.68,97129.94,53392.26,0,0
225,PAYMENT,345.72,37850.74,2750.65,79640.95,75352.52,0,0
217,TRANSFER,1129.1,46336.73,86579.44,52656.3,66291.22,0,0
568,CASH_OUT,4546.69,81036.29,59302.2,47279.35,60564.87,0,0
31,PAYMENT,590.17,67224.7,37460.87,87930.51,87718.6,0,0
59,TRANSFER,898.27,93026.11,33521.91,62055.84,75803.26,0,0
353,TRANSFER,2835.35,24617.87,4274.87,97281.3,11576.28,0,0
445,DEBIT,171.71,39744.43,20224.02,40370.45,32394.87,0,0
235,TRANSFER,3486.75,22219.44,47804.16,60665.22,4485.47,0,0
107,PAYMENT,2547.92,18048.82,84787.76,68238.91,82921.8,0,0
191,CASH_OUT,1595.97,66712.03,80118.39,82358.33,69171.6,0,0
530,TRANSFER,470.13,65720.81,56069.14,41621.06,24124.43,0,0
738,CASH_OUT,194.52,49187.31,27784.22,41444.98,31048.4,0,0
679,PAYMENT,527.2,14651.54,38449.28,47402.57,51756.19,0,0
583,PAYMENT,2866.73,56721.5,1887.43,96218.21,35329.4,0,0
566,TRANSFER,5420.94,50918.32,76875.2,90940.26,69742.11,0,0
245,DEBIT,2677.97,56870.56,87298.99,94252.25,32754.27,0,0
76,TRANSFER,1499.93,44877.56,16811.05,33358.37,90896.72,0,0
547,DEBIT,6018.96,8187.02,82812.43,69461.2,96953.38,0,0
267,TRANSFER,3527.13,41092.85,68926.32,83727.16,38194.93,0,0
317,CASH_OUT,2133.28,31536.26,94314.54,22249.75,71277.17,0,0
121,DEBIT,77.28,26959.3,23777.09,25280.04,86888.23,0,0
25,DEBIT,678.61,66267.23,74402.03,40437.49,96247.93,0,0
432,CASH_OUT,736.95,67064.47,58947.54,88471.71,25582.2,0,0
160,TRANSFER,853.11,97364.05,96876.94,16137.56,1341.97,0,0
596,PAYMENT,986.58,63465.63,69257.01,99006.5,96974.1,0,0
114,PAYMENT,5605.91,29765.82,47844.96,1124.78,51077.97,0,0
735,TRANSFER,2708.6,53374.61,69067.56,23075.0,40005.34,0,0
502,CASH_OUT,2354.89,63458.7,99695.22,29005.87,60675.06,0,0
166,PAYMENT,1112.05,41042.71,79349.98,90377.59,64287.12,0,0
703,CASH_OUT,823.62,63803.18,94288.18,27479.15,81596.83,0,0
175,TRANSFER,254.71,81864.02,96335.57,91008.31,27337.1,0,0
1,CASH_OUT,1208.43,63080.12,80653.88,23118.32,85379.95,0,0
741,CASH_OUT,459.69,17041.03,21459.59,90976.22,50901.6,0,0
86,CASH_OUT,991.91,32370.71,80970.24,3870.51,59533.09,0,0
574,PAYMENT,340.13,96323.68,8064.83,45837.91,38395.67,0,0
320,CASH_OUT,843.18,36180.22,38407.71,71838.47,16989.79,0,0
401,DEBIT,87.86,83017.9,97798.35,94495.0,14274.92,0,0
382,CASH_OUT,12.08,14030.48,50932.15,14295.69,70665.61,0,0
718,CASH_OUT,4079.05,98509.29,53055.05,66364.05,38585.06,0,0
617,TRANSFER,2050.34,21141.21,72746.71,27468.39,69958.24,0,0
318,CASH_OUT,1771.85,96137.3,29784.15,87347.04,59816.91,0,0
250,CASH_OUT,1442.25,4969.36,4487.94,86058.77,43025.6,0,0
525,PAYMENT,2594.58,57666.1,21012.12,12791.87,84172.27,0,0
675,DEBIT,2664.87,17867.08,78581.63,26652.41,6390.33,0,0
555,TRANSFER,5474.49,64543.17,36517.52,23634.86,13790.8,0,0
623,DEBIT,560.51,89924.31,12491.75,72351.8,17664.2,0,0
717,CASH_OUT,3076.08,29820.21,63376.18,5036.18,50172.83,0,0
256,PAYMENT,9456.43,40246.1,52078.42,51339.49,13363.42,0,0
307,DEBIT,58.9,4655.11,44756.92,91040.71,83683.82,0,0
144,DEBIT,936.76,57568.54,23146.71,16807.12,8634.58,0,0
658,DEBIT,1145.53,60334.11,74716.43,69750.0,72902.16,0,0
391,DEBIT,3450.06,61799.18,55899.06,41930.98,93951.66,0,0
676,DEBIT,27.68,91385.24,98315.33,47173.53,87940.25,0,0
169,PAYMENT,1825.69,9256.77,86262.02,26830.49,2200.57,0,0
298,CASH_OUT,4462.0,47118.24,23775.19,34780.26,58732.63,0,0
233,PAYMENT,319.46,29650.35,53214.46,65303.65,28164.79,0,0
271,PAYMENT,245.63,24345.86,52915.8,31161.57,8732.64,0,0
60,PAYMENT,16903.17,33612.91,14731.18,23997.81,29853.45,0,1
296,PAYMENT,3496.93,93862.59,81231.54,12748.84,41817.73,0,0
467,CASH_OUT,2390.81,25191.83,33606.42,96684.97,30986.93,0,0
235,CASH_OUT,1018.26,8472.47,14160.97,92353.88,81072.53,0,0
677,PAYMENT,3847.79,41110.22,24158.05,21224.96,59627.24,0,0
706,DEBIT,5122.01,26684.98,97241.54,21826.67,34224.37,0,0
234,CASH_OUT,2636.59,29070.19,56363.07,70136.32,68720.21,0,0
368,CASH_OUT,1015.31,45288.92,2078.8,28676.27,98059.08,0,0
695,PAYMENT,1751.92,81532.01,52737.26,45084.48,10659.68,0,0
232,DEBIT,207.43,83522.09,97787.05,90621.58,6318.48,0,0
491,DEBIT,344.0,48339.66,9134.22,77330.81,39477.45,0,0
619,PAYMENT,3056.06,83803.67,38005.74,46853.23,89350.13,0,0
503,PAYMENT,59.51,16584.07,39915.27,89352.68,86603.35,0,0
735,CASH_OUT,100.89,26664.26,15108.61,39423.59,30659.9,0,0
592,CASH_OUT,1418.65,15992.87,42667.76,58309.37,37938.58,0,0
381,TRANSFER,373.93,92110.56,10853.29,80018.57,71198.73,0,0
696,TRANSFER,695.44,75670.56,69484.87,17352.3,7426.69,0,0
428,PAYMENT,1017.76,76808.81,92813.27,26722.12,41945.25,0,0
697,TRANSFER,1477.36,68659.78,41331.83,2259.61,67253.66,0,0
646,DEBIT,666.85,1323.94,97516.0,21714.03,64442.07,0,0
732,DEBIT,1321.54,21147.96,55641.64,27568.27,36178.11,0,0
364,DEBIT,926.25,87276.49,3428.15,57215.76,38997.53,0,0
202,CASH_OUT,169.01,48157.54,16675.11,13667.83,67230.72,0,0
146,TRANSFER,4036.73,74273.91,10184.77,77914.27,77968.35,0,0
639,TRANSFER,660.81,21725.56,70534.41,84592.93,21061.53,0,0
457,PAYMENT,1880.01,6551.79,73128.5,10773.0,19998.02,0,0
135,CASH_OUT,1687.01,82760.25,39850.84,5482.76,54758.9,0,0
626,CASH_OUT,444.21,23345.95,83032.06,86815.26,60044.15,0,0
264,CASH_OUT,60.83,22026.16,87743.33,17482.31,32997.4,0,0
64,DEBIT,3888.86,39994.08,26180.74,43385.92,33698.12,0,0
491,CASH_OUT,1377.08,54621.23,85189.76,63810.96,38419.42,0,0
647,TRANSFER,1070.47,62725.62,80506.54,75133.95,90247.63,0,0
41,PAYMENT,2878.64,92500.7,40927.76,14398.09,23429.75,0,0
296,TRANSFER,67.44,75658.55,37166.4,30793.02,52495.08,0,0
3,CASH_OUT,2898.17,52667.74,97718.97,11672.4,47933.89,0,0
706,PAYMENT,1051.59,14411.23,41244.61,89990.85,85871.97,0,0
110,DEBIT,1604.24,13642.56,29831.64,56298.89,49627.61,0,0
221,PAYMENT,2792.2,13067.75,60657.23,83289.61,1858.19,0,0
370,CASH_OUT,1582.89,98667.65,87470.2,54164.13,1509.1,0,0
368,CASH_OUT,127.53,81202.95,62285.14,56964.02,13823.51,0,0
436,PAYMENT,2608.33,8623.53,88825.53,21878.83,11926.24,0,0
4,CASH_OUT,3086.75,30405.1,80151.01,42292.49,34143.19,0,0
244,CASH_OUT,1239.4,32132.63,89004.54,44425.08,48127.63,0,0
166,CASH_OUT,1156.28,31542.18,77831.91,88444.86,36424.4,0,0
26,CASH_OUT,580.51,504.29,60161.98,21552.78,41098.43,0,0
395,PAYMENT,2066.56,43215.38,5695.81,4794.58,67474.26,0,0
474,PAYMENT,4273.95,85704.66,36012.37,66098.92,7946.69,0,0
17,TRANSFER,2134.05,10852.05,5005.23,10009.1,97122.74,0,0
728,DEBIT,2950.91,6367.05,92048.81,22121.49,50854.5,0,0
92,DEBIT,3633.61,64817.96,94540.5,33164.21,67088.44,0,0
483,TRANSFER,512.74,77287.92,15329.62,41712.17,29454.41,0,0
543,PAYMENT,1028.68,24338.56,62378.16,21950.95,37115.29,0,0
205,TRANSFER,1145.26,90716.93,82544.46,6306.47,6430.52,0,0
502,CASH_OUT,1636.97,68203.67,7944.45,9013.97,26560.46,0,0
400,CASH_OUT,100.87,47685.25,96828.54,91017.94,14428.34,0,0
207,DEBIT,1775.44,79942.54,61045.7,3990.61,18477.02,0,0
619,PAYMENT,185.37,32389.99,36525.6,12461.52,86540.34,0,0
146,DEBIT,3285.68,26977.98,56241.17,39117.76,29566.34,0,0
101,TRANSFER,6594.86,26188.81,56539.04,3382.51,89566.24,0,0
241,DEBIT,684.3,18384.5,11732.15,37953.42,65777.92,0,0
163,DEBIT,1412.93,87823.74,57000.59,95555.11,38907.98,0,0
173,CASH_OUT,3465.33,39196.25,67076.4,49034.99,38960.91,0,0
502,DEBIT,755.66,87408.85,22976.14,56018.34,98479.92,0,0
547,TRANSFER,343.42,88348.76,2898.86,14884.65,48910.29,0,0
284,PAYMENT,2686.95,13128.59,50806.89,32477.45,98975.47,0,0
359,DEBIT,2397.05,4020.8,8397.84,95333.04,42480.03,0,0
381,PAYMENT,1687.69,96849.55,26228.09,66581.84,18893.26,0,0
533,TRANSFER,5780.47,21110.91,48744.81,60577.74,24809.79,0,0
163,DEBIT,6207.63,38215.85,4799.08,62156.07,26310.09,0,0
609,PAYMENT,3954.48,13015.05,91592.75,86490.79,215.14,0,0
307,CASH_OUT,693.51,94684.18,36274.0,36576.21,49414.11,0,0
339,CASH_OUT,510.73,9125.34,45690.37,69088.5,13018.7,0,0
55,TRANSFER,3612.62,80724.04,55890.43,5471.56,87366.11,0,0
333,DEBIT,2107.44,86093.8,51228.81,70007.77,68223.32,0,0
127,TRANSFER,1008.78,92366.12,21374.06,31551.8,32397.37,0,0
705,PAYMENT,1054.44,46051.65,14684.14,29834.08,54709.07,0,0
243,PAYMENT,3839.17,56228.77,17813.07,97013.88,5508.95,0,0
600,TRANSFER,356.45,50829.39,37048.0,33502.18,26708.05,0,0
409,PAYMENT,5763.86,53855.03,71233.43,23384.69,85606.26,0,0
503,TRANSFER,2005.96,24185.13,66504.97,74176.83,67899.18,0,0
727,TRANSFER,3134.27,57711.02,60715.1,21395.44,96604.73,0,0
604,CASH_OUT,926.82,26028.89,16596.91,28843.43,92707.99,0,0
303,PAYMENT,1768.11,58438.77,9381.0,39923.94,51029.18,0,0
464,TRANSFER,2772.51,82389.11,17990.09,47538.6,91318.53,0,0
235,CASH_OUT,1142.32,294.31,79559.78,79191.48,28108.24,0,0
696,TRANSFER,1338.61,86318.36,78988.26,52219.17,60593.43,0,0
38,PAYMENT,1744.93,44550.94,68094.89,80715.88,25659.65,0,0
139,CASH_OUT,131.01,61030.02,89997.22,90978.13,27073.91,0,0
195,PAYMENT,3978.27,25681.77,4768.9,92558.91,41386.42,0,0
527,DEBIT,4029.98,99872.82,64949.21,37843.11,13437.04,0,0
647,DEBIT,660.95,61505.92,82611.92,43402.41,79774.44,0,0
1,DEBIT,4237.57,97291.28,52070.55,53649.48,93380.21,0,0
561,DEBIT,2734.51,77259.83,41230.42,75790.53,42994.72,0,0
96,CASH_OUT,1320.17,87601.35,68157.32,43834.42,53123.33,0,0
713,PAYMENT,854.7,25852.11,71045.29,72442.23,51905.49,0,0
413,TRANSFER,1019.58,64422.59,67856.53,32160.43,48580.83,0,0
538,TRANSFER,1528.94,35400.34,95990.03,24873.71,55501.27,0,0
429,TRANSFER,1063.83,81758.3,96753.02,73578.94,59615.18,0,0
235,PAYMENT,1090.28,97607.19,62928.93,3665.14,77673.63,0,0
349,CASH_OUT,454.11,21351.06,96503.12,11126.94,79159.4,0,0
481,PAYMENT,2460.72,73635.43,92746.76,1552.5,53876.43,0,0
396,DEBIT,1881.12,74500.74,22766.84,48967.16,64838.47,0,0
351,TRANSFER,9632.15,35008.81,73006.17,99014.32,20209.91,0,0
416,PAYMENT,304.54,14316.41,32243.15,6927.08,83377.96,0,0
51,DEBIT,241.49,31906.33,79866.25,99547.72,33983.48,0,0
81,DEBIT,1451.06,16768.14,30015.1,554.1,56331.62,0,0
36,CASH_OUT,329.73,88351.86,23076.35,51898.56,94497.59,0,0
67,TRANSFER,1886.41,82722.99,97126.15,31957.61,60671.62,0,0
641,PAYMENT,436.6,76508.06,27144.02,93942.88,38953.59,0,0
667,DEBIT,1319.42,75841.99,70299.49,41071.36,60643.89,0,0
623,DEBIT,1889.95,39974.47,5515.12,90705.57,47074.14,0,0
680,TRANSFER,1225.13,90698.39,49979.14,99769.13,82355.32,0,0
481,PAYMENT,771.28,81029.84,51606.76,59590.3,47952.41,0,0
468,PAYMENT,3049.42,90599.87,75301.82,87954.04,55541.3,0,0
142,TRANSFER,3857.33,49922.47,68442.22,13990.04,85886.39,0,0
356,DEBIT,651.6,28371.87,63576.45,85250.19,70618.53,0,0
709,CASH_OUT,3357.51,64858.06,28479.16,64050.92,59054.7,0,0
471,TRANSFER,993.96,68223.31,43319.28,16581.02,63981.9,0,0
621,DEBIT,1337.39,70633.18,59647.56,82357.59,41085.39,0,0
591,CASH_OUT,527.28,38748.26,39480.65,98153.3,59467.28,0,0
673,TRANSFER,1965.52,51563.12,88174.36,51220.06,27147.4,0,0
439,TRANSFER,212.78,11158.73,91181.19,27573.28,79842.18,0,0
531,DEBIT,1791.2,60013.75,50908.86,12998.83,10466.68,0,0
127,TRANSFER,9154.74,46439.98,11761.56,4904.8,93909.57,0,0
205,PAYMENT,2800.51,19014.87,24112.59,67561.61,81722.15,0,0
29,PAYMENT,4508.34,49276.36,94332.1,49164.32,74927.35,0,0
445,CASH_OUT,1247.97,34815.72,79870.21,53305.11,70986.28,0,0
719,TRANSFER,306.55,65455.24,72317.88,29706.65,92547.3,0,0
464,PAYMENT,680.65,80742.64,37572.86,16559.17,12735.43,0,0
280,DEBIT,100.54,40947.5,35289.94,62093.95,4026.72,0,0
151,DEBIT,1393.55,83372.45,55771.55,75292.35,12010.2,0,0
240,DEBIT,2097.74,17391.65,56433.5,71699.92,81214.58,0,0
266,PAYMENT,1104.97,63575.03,60355.29,94728.76,22927.66,0,0
694,TRANSFER,1656.58,42933.31,57392.17,11047.96,15645.93,0,0
105,TRANSFER,773.39,37625.09,31847.22,46896.15,77193.35,0,0
433,TRANSFER,179.54,22819.61,18062.14,94813.71,50759.75,0,0
497,CASH_OUT,1131.26,24225.96,97072.8,40689.82,62376.95,0,0
440,TRANSFER,1587.25,45826.16,9197.74,12723.55,8045.32,0,0
685,PAYMENT,8106.57,83842.77,81776.93,28452.94,58569.16,0,0
158,PAYMENT,853.19,55145.26,19691.89,17708.93,34423.29,0,0
172,TRANSFER,2264.98,57229.06,95361.59,48618.54,32754.48,0,0
494,DEBIT,3458.97,71248.58,49935.34,49433.82,39202.97,0,0
311,CASH_OUT,817.11,29111.79,33805.88,45417.61,66310.67,0,0
403,CASH_OUT,5316.56,38038.31,91892.74,45526.58,81189.3,0,0
669,PAYMENT,827.49,84812.51,34052.54,50733.59,20649.3,0,0
676,CASH_OUT,7000.11,5171.59,52811.54,67935.75,89894.35,0,0
659,DEBIT,4.32,51348.46,79982.6,45912.92,61670.79,0,0
666,TRANSFER,2011.19,53528.77,74732.04,32649.43,34136.26,0,0
463,CASH_OUT,3120.59,55203.61,89526.26,32755.21,34663.07,0,0
367,CASH_OUT,657.18,76142.15,36744.45,42069.97,91694.48,0,0
550,PAYMENT,248.97,45130.79,20395.36,60622.92,75859.06,0,0
643,DEBIT,49.34,84375.55,43455.8,53333.48,15691.66,0,0
255,PAYMENT,154.64,33908.03,68287.69,1244.67,77056.44,0,0
208,PAYMENT,1566.29,33952.78,26212.49,98159.94,70376.87,0,0
450,CASH_OUT,3654.78,96394.6,67765.83,38785.85,96603.55,0,0
95,PAYMENT,130.42,32443.47,16971.79,18410.18,5700.81,0,0
478,PAYMENT,240.23,19210.82,99433.76,81729.37,87221.62,0,0
683,CASH_OUT,10.23,55178.37,54827.58,88652.39,53708.3,0,0
190,CASH_OUT,663.34,95219.59,7761.99,70395.26,10767.89,0,0
711,CASH_OUT,5082.86,77924.35,11810.35,71.1,61966.95,0,0
484,TRANSFER,646.72,43616.87,59031.28,20607.85,22879.04,0,0
733,DEBIT,1162.55,50583.41,55507.43,77044.86,90128.93,0,0
536,TRANSFER,394.36,99787.82,41369.92,38742.61,4081.66,0,0
423,CASH_OUT,247.24,71888.5,60571.39,32614.19,45921.77,0,0
640,DEBIT,402.75,10103.26,9798.61,56996.01,71621.94,0,0
605,PAYMENT,472.54,60978.75,12270.42,17992.58,58653.55,0,0
133,DEBIT,279.19,94201.48,29128.54,63949.21,40857.13,0,0
55,CASH_OUT,3136.14,19305.26,82429.83,26140.43,68123.31,0,0
510,TRANSFER,1297.29,77362.24,23951.71,41179.82,41814.67,0,0
670,DEBIT,1552.06,41490.57,73752.66,53351.55,23507.08,0,0
541,PAYMENT,938.89,14334.79,57854.86,76943.3,70768.12,0,0
410,TRANSFER,473.33,83834.12,34207.76,93124.06,92972.98,0,0
211,TRANSFER,197.21,63954.14,12599.37,75906.83,16171.13,0,0
666,TRANSFER,157.93,1274.99,72820.54,32890.49,31558.66,0,0
293,TRANSFER,409.48,83083.92,43495.22,65274.78,53330.21,0,0
734,PAYMENT,3796.59,53579.68,60790.7,95808.86,61981.63,0,0
115,CASH_OUT,488.08,62411.35,44564.37,39166.35,40859.54,0,0
670,PAYMENT,876.45,56332.43,69036.05,3108.33,48070.38,0,0
259,CASH_OUT,1700.78,39032.58,5572.06,96861.7,76465.8,0,0
122,CASH_OUT,1432.48,13602.43,4875.34,80989.07,27600.64,0,0
299,DEBIT,2192.15,71889.36,26285.91,11261.62,2051.01,0,0
381,PAYMENT,432.12,68395.0,80043.23,42458.41,29361.35,0,0
561,CASH_OUT,1484.88,85924.38,42664.75,18000.31,64098.52,0,0
501,PAYMENT,2919.87,61463.69,97697.37,2216.92,51352.92,0,0
297,PAYMENT,980.44,4427.04,78062.89,38016.04,29731.88,0,0
362,CASH_OUT,7143.57,41210.23,61202.2,59971.93,59318.81,0,0
589,CASH_OUT,1725.26,10450.38,25733.31,6790.03,1469.7,0,0
463,TRANSFER,2246.79,59671.52,26397.27,45373.82,52936.15,0,0
438,DEBIT,1229.0,20332.48,34037.76,60074.17,94576.81,0,0
127,CASH_OUT,3901.76,94345.89,84735.28,9768.81,94156.53,0,0
197,CASH_OUT,1201.09,15539.09,79862.28,12719.03,42765.43,0,0
221,CASH_OUT,5704.31,83297.17,73509.28,64689.28,79828.87,0,0
91,DEBIT,734.87,60875.67,52508.85,36547.47,17328.67,0,0
411,PAYMENT,4017.14,30844.43,36968.24,91777.07,95936.98,0,0
8,TRANSFER,2039.71,79138.44,73580.89,12812.49,31344.01,0,0
544,TRANSFER,3209.44,96593.0,33266.38,89729.14,88257.45,0,0
468,PAYMENT,76.86,14431.88,77577.84,38104.04,3406.17,0,0
